Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,NA_Share,EU_Share,JP_Share,User_Higher
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,9.0,71.0,9.0,Koei,E,1990,0.6,0.39999999999999997,0.0,False
Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Electronic Arts,E10+,2010,0.7999999999999999,0.0,0.0,True
Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Creat Studios,T,2000,0.7999999999999999,0.19999999999999998,0.0,True
Amnesia Crowd,PSP,2013,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Monster Hunter Frontier Online,PS3,,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,,0.0,0.0,1.0,True
MTX Mototrax,PSP,2006,Racing,Activision,0.04,0.0,0.0,0.0,0.05,67.0,8.0,71.25046113306982,162.22990777338603,Left Field Productions,E,2000,0.7999999999999999,0.0,0.0,True
VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.6,0.39999999999999997,0.0,True
Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0.0,0.0,0.05,60.0,11.0,71.25046113306982,162.22990777338603,Bandai,E,2000,0.7999999999999999,0.19999999999999998,0.0,True
Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05,72.0,19.0,71.25046113306982,162.22990777338603,Cranky Pants Games,T,2000,0.7999999999999999,0.19999999999999998,0.0,False
Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.0,0.0,True
Secret Service,X360,2008,Action,Activision Value,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,55.0,8.0,Tigon,T,2000,0.7999999999999999,0.0,0.0,False
Noddy in Toyland,DS,2011,Misc,GSP,0.0,0.04,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.7999999999999999,0.0,True
Empire Earth,PC,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,82.0,126.0,Stainless Steel Studios,T,2000,0.0,0.7999999999999999,0.0,True
Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.19999999999999998,0.7999999999999999,True
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,74.0,135.0,WayForward,E,2010,0.19999999999999998,0.6,0.0,False
E.X. Troopers,PS3,2012,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,28.0,68.0,185.0,Team 17,E10+,2010,0.0,0.7999999999999999,0.0,False
Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.0,0.0,True
ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,57.0,7.0,71.25046113306982,162.22990777338603,KCEO,E,2000,0.6,0.19999999999999998,0.0,True
Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
StarCraft,PC,1998,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,91.0,813.0,Blizzard Entertainment,T,1990,0.0,0.7999999999999999,0.0,True
Gaist Crusher,3DS,2013,Action,Capcom,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,4.0,67.0,6.0,Blade Interactive,E,2000,0.39999999999999997,0.39999999999999997,0.0,True
Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,58.0,10.0,71.25046113306982,162.22990777338603,Full-Fat,E,2000,0.6,0.19999999999999998,0.0,True
V-Rally 3,GBA,2002,Racing,Atari,0.03,0.01,0.0,0.0,0.05,82.0,7.0,71.25046113306982,162.22990777338603,Velez & Dubail,E,2000,0.6,0.19999999999999998,0.0,False
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,11.0,78.0,6.0,FreeStyleGames,T,2000,0.7999999999999999,0.0,0.0,True
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,26.0,72.0,17.0,DreamFactory,T,2000,0.7999999999999999,0.19999999999999998,0.0,True
Beyond Oasis,GEN,1993,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Robotech: Invasion,XB,2004,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05,59.0,41.0,71.25046113306982,162.22990777338603,Vicious Cycle,T,2000,0.7999999999999999,0.19999999999999998,0.0,True
Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,24.0,83.0,307.0,Black Box,E,2000,0.0,0.7999999999999999,0.0,True
Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Activision,E,2000,0.6,0.19999999999999998,0.0,True
Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.6,0.39999999999999997,0.0,True
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,54.0,9.0,71.25046113306982,162.22990777338603,Hudson Soft,E,2000,0.7999999999999999,0.19999999999999998,0.0,True
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Moon,DS,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71.0,45.0,74.0,21.0,Renegade Kid,T,2000,0.7999999999999999,0.0,0.0,True
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,7.0,78.0,4.0,Smart Bomb Interactive,E10+,2000,0.7999999999999999,0.0,0.0,True
Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Braingame,E,2000,0.7999999999999999,0.0,0.0,True
Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,17.0,77.0,13.0,Sumo Digital,E,2000,0.39999999999999997,0.39999999999999997,0.0,False
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,37.0,81.0,8.0,Artech Studios,M,2000,0.7999999999999999,0.19999999999999998,0.0,True
Far Cry,PC,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,81.0,724.0,Crytek,M,2000,0.0,0.7999999999999999,0.0,False
Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Frame Studios Interactive,E,2010,0.7999999999999999,0.0,0.0,True
Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.6,0.39999999999999997,0.0,True
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.01,0.0,0.01,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.39999999999999997,0.19999999999999998,0.0,True
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62.0,9.0,87.0,26.0,Max Five,E,2000,0.6,0.39999999999999997,0.0,True
GunPey DS,DS,2006,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,70.0,24.0,71.25046113306982,162.22990777338603,Q Entertainment,E,2000,0.7999999999999999,0.0,0.0,True
Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,FUN Labs,T,2000,0.7999999999999999,0.0,0.0,True
Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.7999999999999999,0.0,0.0,True
Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,SouthPeak Games,E,2010,0.7999999999999999,0.0,0.0,True
NightCaster II: Equinox,XB,2002,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,46.0,12.0,70.0,4.0,Jaleco Entertainment,T,2000,0.6,0.19999999999999998,0.0,True
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Omega Force,T,2010,0.0,0.0,1.0,True
SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,5.0,62.0,27.0,VSTEP,E,2010,0.0,0.7999999999999999,0.0,True
Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,DTP Entertainment,Unknown,2010,0.0,0.7999999999999999,0.0,True
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,13.0,67.0,6.0,Flying Tiger Development,T,2000,0.6,0.39999999999999997,0.0,False
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.6,0.39999999999999997,0.0,True
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,3.0,4.0,Data Design Interactive,E,2000,0.7999999999999999,0.0,0.0,False
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,29.0,73.0,13.0,Konami Software Shanghai,E10+,2000,0.7999999999999999,0.0,0.0,True
Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.19999999999999998,0.0,True
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.39999999999999997,0.39999999999999997,0.0,True
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,12.0,61.0,84.0,Konami,E,2010,0.19999999999999998,0.6,0.0,False
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,38.0,59.0,EA Sports,E,2000,0.0,0.7999999999999999,0.0,False
Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.02,0.02,0.0,0.01,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.39999999999999997,0.39999999999999997,0.0,True
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.0,0.0,True
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72.0,8.0,78.0,5.0,"Red Storm Entertainment, Ubisoft Montreal",M,2000,0.7999999999999999,0.19999999999999998,0.0,True
Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,69.0,27.0,71.25046113306982,162.22990777338603,Pandemic Studios,M,2000,0.6,0.19999999999999998,0.0,True
Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92.0,38.0,79.0,451.0,Maxis,T,2000,0.19999999999999998,0.6,0.0,False
Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Sonic Powered,E,2000,0.7999999999999999,0.0,0.0,True
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,11.0,39.0,24.0,Bright Future GmbH,E,2010,0.0,0.6,0.0,False
Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,UFO Interactive,E,2000,0.7999999999999999,0.0,0.0,True
Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0.0,0.01,0.05,82.0,21.0,87.0,25.0,Koei/Inis,E,2000,0.39999999999999997,0.39999999999999997,0.0,True
Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Super Bubble Pop,GC,2003,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05,54.0,12.0,71.25046113306982,162.22990777338603,Runecraft,E,2000,0.7999999999999999,0.19999999999999998,0.0,True
Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0.0,0.04,0.0,0.01,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.7999999999999999,0.0,True
Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.0,0.0,True
Time Travelers,PSV,2012,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Amnesia Later,PSP,2012,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.0,0.0,True
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,61.0,13.0,Behaviour Interactive,E10+,2010,0.7999999999999999,0.0,0.0,False
Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.0,0.0,True
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.6,0.19999999999999998,0.0,True
Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.6,0.39999999999999997,0.0,True
Counter Force,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Hyper-Devbox,E10+,2000,0.7999999999999999,0.0,0.0,True
Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,WayForward,E10+,2010,0.7999999999999999,0.0,0.0,True
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,39.0,4.0,30.0,4.0,FUN Labs,T,2000,0.7999999999999999,0.0,0.0,False
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05,87.0,17.0,81.0,40.0,Firaxis Games,T,2010,0.39999999999999997,0.39999999999999997,0.0,False
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,50.0,20.0,53.0,43.0,"Spark Unlimited, comcept",M,2010,0.6,0.19999999999999998,0.0,True
Hero Bank 2,3DS,2014,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,48.0,7.0,48.0,4.0,Epicenter Studios,T,2010,0.7999999999999999,0.0,0.0,False
Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.19999999999999998,0.0,True
Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0.0,0.0,0.05,56.0,12.0,71.25046113306982,162.22990777338603,Paradigm Entertainment,T,2000,0.7999999999999999,0.19999999999999998,0.0,True
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.7999999999999999,0.0,True
Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05,37.0,13.0,71.25046113306982,162.22990777338603,Atomic Planet Entertainment,T,2000,0.6,0.19999999999999998,0.0,True
Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,11.0,68.0,13.0,DC Studios,E10+,2000,0.6,0.19999999999999998,0.0,True
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.6,0.19999999999999998,0.0,True
12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,32.0,13.0,7.0,6.0,SouthPeak Games,E,2000,0.7999999999999999,0.0,0.0,False
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0.0,0.0,0.0,0.05,41.0,5.0,72.0,6.0,FUN Labs,E,2000,0.7999999999999999,0.0,0.0,True
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Company of Heroes,PC,2006,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93.0,55.0,88.0,1128.0,Relic,M,2000,0.0,0.7999999999999999,0.0,False
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37.0,9.0,45.0,4.0,Coyote Console,E,2000,0.7999999999999999,0.0,0.0,True
Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.7999999999999999,0.0,True
