Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,NA_Share,EU_Share,JP_Share,User_Higher
ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.37,0.03,0.0,0.04,0.45,76.0,32.0,71.25046113306982,162.22990777338603,"Climax Group, Climax Studios",E,2000,0.8222222222222222,0.06666666666666667,0.0,False
Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,76.0,23.0,82.0,27.0,Criterion Games,E10+,2000,0.044444444444444446,0.8444444444444444,0.022222222222222223,True
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,Konami Digital Entertainment,0.32,0.12,0.0,0.01,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7111111111111111,0.26666666666666666,0.0,True
God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.6444444444444444,0.2888888888888889,0.0,True
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.39,0.02,0.0,0.03,0.45,69.0,16.0,58.0,22.0,Radical Entertainment,E10+,2000,0.8666666666666667,0.044444444444444446,0.0,False
World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.15,0.03,0.07,0.45,71.0,52.0,73.0,58.0,Volition Inc.,M,2010,0.4444444444444445,0.3333333333333333,0.06666666666666667,True
Sphinx and the Cursed Mummy,PS2,2003,Action,THQ,0.22,0.17,0.0,0.06,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.4888888888888889,0.37777777777777777,0.0,True
Fatal Fury 2,SNES,1993,Fighting,Takara,0.0,0.0,0.45,0.0,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Rampage World Tour,N64,1998,Action,GT Interactive,0.36,0.08,0.0,0.01,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.7999999999999999,0.17777777777777778,0.0,True
Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.17777777777777778,0.0,True
PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.19999999999999998,0.5777777777777778,0.11111111111111112,True
Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.37,0.05,0.0,0.03,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.8222222222222222,0.11111111111111112,0.0,True
Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,0.45,68.96767850559173,26.360820941378886,70.0,20.0,TT Games,E10+,2010,0.4666666666666666,0.4666666666666666,0.0,True
Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45,82.0,14.0,82.0,13.0,Eighting/Raizing,T,2000,0.7111111111111111,0.26666666666666666,0.0,False
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0.03,0.0,0.2,0.45,86.0,52.0,84.0,116.0,Atlus Co.,M,2000,0.4888888888888889,0.06666666666666667,0.0,False
Persona,PS,1995,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,0.9333333333333332,True
Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,0.32,0.12,0.0,0.01,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Climax Group,E,2000,0.7111111111111111,0.26666666666666666,0.0,True
My Fashion Studio,DS,2007,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.45,68.96767850559173,26.360820941378886,68.0,6.0,505 Games,E,2000,0.911111111111111,0.0,0.0,False
Maze Craze: A Game of Cops 'n Robbers,2600,,Action,Atari,0.42,0.02,0.0,0.0,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,,0.9333333333333332,0.044444444444444446,0.0,True
Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,0.9333333333333332,True
TNA iMPACT!,X360,2008,Fighting,Midway Games,0.26,0.15,0.0,0.04,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5777777777777778,0.3333333333333333,0.0,True
Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.45,53.0,17.0,72.0,17.0,Eurocom Entertainment Software,T,2000,0.8666666666666667,0.044444444444444446,0.022222222222222223,True
Bee Movie Game,DS,2007,Action,Activision,0.41,0.0,0.0,0.03,0.45,58.0,9.0,71.25046113306982,162.22990777338603,Vicarious Visions,E,2000,0.911111111111111,0.0,0.0,True
Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0.0,0.05,0.45,77.0,42.0,72.0,30.0,SEGA Racing Studio,E,2000,0.26666666666666666,0.6222222222222222,0.0,False
SingStar Take That,PS2,2009,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.39,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.13333333333333333,0.0,True
Final Fantasy Collection,PS,1999,Role-Playing,Square,0.0,0.0,0.42,0.03,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,0.9333333333333332,True
Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,0.09,0.02,0.0,0.34,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.19999999999999998,0.044444444444444446,0.0,True
Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45,72.0,17.0,86.0,13.0,Omega Force,T,2000,0.08888888888888889,0.06666666666666667,0.7999999999999999,True
LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,0.32,0.09,0.0,0.04,0.45,80.0,8.0,75.0,6.0,Backbone Entertainment,E,2000,0.7111111111111111,0.19999999999999998,0.0,False
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5555555555555556,0.37777777777777777,0.0,True
WWE WrestleMania 21,XB,2005,Fighting,THQ,0.34,0.1,0.0,0.02,0.45,56.0,48.0,69.0,47.0,Studio Gigante,T,2000,0.7555555555555555,0.22222222222222224,0.0,True
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0.0,0.01,0.45,83.0,17.0,67.0,7.0,EA Canada,E,2000,0.7777777777777777,0.19999999999999998,0.0,False
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74.0,48.0,71.0,103.0,Day 1 Studios,M,2010,0.4666666666666666,0.35555555555555557,0.022222222222222223,False
Defender II,2600,1987,Shooter,Atari,0.42,0.02,0.0,0.0,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.9333333333333332,0.044444444444444446,0.0,True
WWE Day of Reckoning,GC,2004,Fighting,THQ,0.35,0.09,0.0,0.01,0.45,79.0,47.0,91.0,81.0,Yuke's,T,2000,0.7777777777777777,0.19999999999999998,0.0,True
NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45,80.0,40.0,77.0,37.0,EA Canada,E,2000,0.888888888888889,0.044444444444444446,0.0,False
ATV Quad Power Racing 2,XB,2003,Racing,Acclaim Entertainment,0.36,0.07,0.0,0.01,0.45,68.0,17.0,71.25046113306982,162.22990777338603,Climax Group,E,2000,0.7999999999999999,0.15555555555555556,0.0,True
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0.0,0.04,0.45,38.0,42.0,50.0,46.0,EA Bright Light,T,2010,0.4666666666666666,0.4444444444444445,0.0,True
Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5555555555555556,0.37777777777777777,0.0,True
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,85.0,61.0,76.0,478.0,Konami,E,2010,0.044444444444444446,0.6,0.24444444444444444,False
Sled Storm,PS2,2002,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45,73.0,22.0,77.0,6.0,Electronic Arts,T,2000,0.4888888888888889,0.37777777777777777,0.0,True
Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.3111111111111111,0.19999999999999998,0.4222222222222222,True
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,79.0,62.0,82.0,113.0,Team Ninja,T,2010,0.2888888888888889,0.4666666666666666,0.15555555555555556,True
Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,0.16,0.21,0.0,0.07,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.35555555555555557,0.4666666666666666,0.0,True
We Sing Encore,Wii,2010,Misc,Nordic Games,0.0,0.39,0.0,0.06,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.8666666666666667,0.0,True
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0.0,0.03,0.45,81.0,23.0,82.0,1647.0,MachineGames,M,2010,0.2888888888888889,0.6444444444444444,0.0,True
Deadpool,PS3,2013,Action,Activision,0.23,0.14,0.0,0.08,0.45,61.0,27.0,72.0,221.0,High Moon Studios,M,2010,0.5111111111111111,0.3111111111111111,0.0,True
Jawbreaker,2600,1981,Action,Tigervision,0.42,0.03,0.0,0.0,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.9333333333333332,0.06666666666666667,0.0,True
Scooby-Doo! Mystery Mayhem,PS2,2004,Action,THQ,0.22,0.17,0.0,0.06,0.45,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.4888888888888889,0.37777777777777777,0.0,True
Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0.0,0.03,0.45,77.0,18.0,47.0,3288.0,Ubisoft Montreal,M,2010,0.3333333333333333,0.5777777777777778,0.0,False
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.32,0.12,0.0,0.01,0.45,84.0,38.0,86.0,14.0,Camelot Software Planning,E,2000,0.7111111111111111,0.26666666666666666,0.0,True
Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45,50.0,12.0,46.0,18.0,EA Canada,E,2000,0.39999999999999997,0.4888888888888889,0.0,False
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75.0,71.0,70.0,139.0,Day 1 Studios,M,2010,0.6666666666666666,0.24444444444444444,0.022222222222222223,False
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.42,0.0,0.0,0.03,0.45,78.0,13.0,80.0,4.0,Wideload Games Inc.,E,2010,0.9333333333333332,0.0,0.0,True
Silent Hill: Homecoming,X360,,Action,Konami Digital Entertainment,0.25,0.15,0.0,0.04,0.45,70.0,54.0,69.0,180.0,Double Helix Games,M,,0.5555555555555556,0.3333333333333333,0.0,False
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5,0.3863636363636364,0.0,True
"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0.23,0.0,0.08,0.44,70.0,46.0,74.0,162.0,Relic,M,2010,0.29545454545454547,0.5227272727272727,0.0,True
Discovery Kids: Kitten Corner,DS,2009,Simulation,505 Games,0.42,0.0,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,505 Games,E,2000,0.9545454545454545,0.0,0.0,True
Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,0.41,0.0,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Harmonix Music Systems,E10+,2000,0.9318181818181818,0.0,0.0,True
Major League Baseball 2K6,PS2,2006,Sports,Spike,0.37,0.01,0.0,0.06,0.44,70.0,19.0,52.0,27.0,Kush Games,E,2000,0.8409090909090909,0.022727272727272728,0.0,False
Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0.0,0.03,0.44,44.0,4.0,71.25046113306982,162.22990777338603,"Farsight Studios, Crave",E,2010,0.8636363636363636,0.09090909090909091,0.0,True
Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,0.37,0.01,0.0,0.06,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.8409090909090909,0.022727272727272728,0.0,True
World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44,89.0,19.0,79.0,9.0,KCET,E,2000,0.13636363636363635,0.75,0.045454545454545456,False
NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0.0,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.9545454545454545,0.045454545454545456,0.0,True
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,47.0,25.0,78.0,12.0,KCE Studios,T,2000,0.5,0.3863636363636364,0.0,True
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,0.37,0.01,0.0,0.06,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.8409090909090909,0.022727272727272728,0.0,True
The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44,78.0,27.0,74.0,41.0,Computer Artworks,M,2000,0.5,0.3863636363636364,0.0,False
Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0.0,0.06,0.44,64.0,41.0,85.0,19.0,Saffire,T,2000,0.5,0.3863636363636364,0.0,True
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44,58.0,58.0,53.0,133.0,"Nintendo, Camelot Software Planning",E,2010,0.29545454545454547,0.3409090909090909,0.31818181818181823,False
Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69.0,49.0,66.0,28.0,Sega,E,2010,0.20454545454545453,0.5454545454545454,0.06818181818181818,False
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0.0,0.02,0.44,84.0,50.0,87.0,199.0,Raven Software,T,2000,0.6818181818181818,0.2727272727272727,0.0,True
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,74.0,35.0,72.0,47.0,"CyberConnect2, Racjin",T,2010,0.5909090909090909,0.31818181818181823,0.022727272727272728,False
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.14,0.21,0.02,0.07,0.44,68.96767850559173,26.360820941378886,71.0,115.0,MachineGames,M,2010,0.31818181818181823,0.47727272727272724,0.045454545454545456,True
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0.0,0.07,0.44,78.0,46.0,56.0,32.0,Toys for Bob,E10+,2010,0.4318181818181818,0.40909090909090906,0.0,False
Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.04,0.26,0.0,0.14,0.44,80.0,26.0,81.0,25.0,"Team 17, Two Tribes",E10+,2000,0.09090909090909091,0.5909090909090909,0.0,True
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision,0.26,0.14,0.0,0.04,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5909090909090909,0.31818181818181823,0.0,True
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.22,0.17,0.0,0.06,0.44,56.0,33.0,74.0,21.0,Point of View,M,2000,0.5,0.3863636363636364,0.0,True
The Godfather (US sales),XB,2006,Action,Electronic Arts,0.33,0.1,0.0,0.02,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.75,0.2272727272727273,0.0,True
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,80.0,26.0,77.0,21.0,Firaxis Games,E10+,2000,0.8409090909090909,0.06818181818181818,0.045454545454545456,False
World Stadium EX,PS,1996,Sports,Namco Bandai Games,0.0,0.0,0.41,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,0.9318181818181818,True
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44,88.0,14.0,85.0,11.0,EA Sports,E,2000,0.7954545454545454,0.18181818181818182,0.0,False
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,0.37,0.01,0.0,0.06,0.44,80.0,42.0,85.0,65.0,Digital Illusions,T,2000,0.8409090909090909,0.022727272727272728,0.0,True
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,50.0,14.0,59.0,21.0,Genuine Games,M,2000,0.75,0.2272727272727273,0.0,True
Densetsu no Stafi 2,GBA,2003,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,0.9772727272727273,True
Independence Day,PS,1997,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5681818181818182,0.3863636363636364,0.0,True
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0.0,0.04,0.44,73.0,36.0,66.0,17.0,Neversoft Entertainment,T,2000,0.8181818181818181,0.09090909090909091,0.0,False
Chocobo Racing,PS,1999,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.15909090909090912,0.11363636363636365,0.6818181818181818,True
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,0.25,0.15,0.0,0.04,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.5681818181818182,0.3409090909090909,0.0,True
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0.0,0.02,0.44,85.0,27.0,86.0,15.0,Traveller's Tales,E10+,2000,0.75,0.2272727272727273,0.0,True
Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.23,0.0,0.05,0.44,68.0,67.0,80.0,88.0,Creative Assembly,M,2000,0.36363636363636365,0.5227272727272727,0.0,True
Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.4,0.01,0.0,0.03,0.44,68.96767850559173,26.360820941378886,58.0,6.0,Ubisoft,E,2000,0.9090909090909092,0.022727272727272728,0.0,False
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.13,0.0,0.31,0.01,0.44,83.0,41.0,76.0,45.0,"Square Enix, TOSE",E,2000,0.29545454545454547,0.0,0.7045454545454546,False
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5681818181818182,0.3863636363636364,0.0,True
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5681818181818182,0.3863636363636364,0.0,True
Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.15,0.01,0.04,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.5681818181818182,0.3409090909090909,0.022727272727272728,True
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Kuju Entertainment,E,2000,0.2272727272727273,0.6590909090909091,0.0,True
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.44,66.0,5.0,82.0,5.0,Konami,E10+,2000,0.5909090909090909,0.31818181818181823,0.0,True
Bomberman II,NES,1991,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.36363636363636365,0.06818181818181818,0.3409090909090909,True
Duke Nukem 64,N64,1997,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.7954545454545454,0.18181818181818182,0.0,True
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.32,0.08,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.7272727272727273,0.18181818181818182,0.0,True
The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,0.4,0.01,0.02,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.9090909090909092,0.022727272727272728,0.045454545454545456,True
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,0.34,0.09,0.0,0.01,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7727272727272728,0.20454545454545453,0.0,True
Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Banpresto,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
G-Force,Wii,2009,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44,69.0,6.0,80.0,6.0,Eurocom Entertainment Software,E10+,2000,0.4318181818181818,0.4545454545454546,0.0,True
Army Men World War: Final Front,PS,2001,Action,3DO,0.24,0.17,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5454545454545454,0.3863636363636364,0.0,True
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0.0,0.04,0.44,79.0,52.0,83.0,160.0,High Moon Studios,T,2010,0.6363636363636365,0.2727272727272727,0.0,True
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,74.0,51.0,80.0,20.0,Slant Six,T,2010,0.3863636363636364,0.29545454545454547,0.13636363636363635,True
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0.0,0.02,0.44,81.0,18.0,93.0,12.0,Rainbow Studios,E,2000,0.7727272727272728,0.18181818181818182,0.0,True
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0.0,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Humagade,E,2000,0.9090909090909092,0.0,0.0,True
Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5454545454545454,0.3863636363636364,0.0,True
Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,0.9772727272727273,True
Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.41,0.0,0.0,0.03,0.44,68.96767850559173,26.360820941378886,62.0,5.0,EA Tiburon,E,2010,0.9318181818181818,0.0,0.0,False
Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44,71.0,30.0,72.0,44.0,Treasure,E,2000,0.7727272727272728,0.20454545454545453,0.0,True
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86.0,65.0,51.0,1438.0,Ninja Theory,M,2010,0.5909090909090909,0.2727272727272727,0.022727272727272728,False
Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,0.31,0.12,0.0,0.01,0.44,53.0,6.0,71.25046113306982,162.22990777338603,Artificial Mind and Movement,E,2000,0.7045454545454546,0.2727272727272727,0.0,True
Super Breakout,2600,,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,,0.9318181818181818,0.06818181818181818,0.0,True
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0.0,0.28,0.05,0.11,0.44,57.0,9.0,41.0,89.0,Electronic Arts,E,2010,0.0,0.6363636363636365,0.11363636363636365,False
